Molecule Name,exp_pEC50,category,CNNaffinity,CNNscore,minimizedAffinity,pred_pEC50_raw,n_hops
OADMET-0006495,,phase2,7.73148012,0.620096684,-7.23775911,5.687015937437964,1.0
OCNT-2309348,4.13,train,,,,,
OCNT-1871044,1.95,train,,,,,
OADMET-0003971,5.0,train,,,,,
OADMET-0005957,5.31,train,,,,,
OCNT-2316290,4.78,train,,,,,
OADMET-0003211,5.6,train,,,,,
OCNT-2318063,5.98,train,,,,,
OADMET-0004684,5.0,train,,,,,
OCNT-1966038,4.7,train,,,,,
OADMET-0006318,5.745,phase1,7.74099541,0.76329565,-8.56089115,,
OADMET-0002704,5.6,train,,,,,
OCNT-2311782,4.64,train,,,,,
OCNT-0324298,4.83,train,,,,,
OCNT-1965920,4.16,train,,,,,
OADMET-0004962,4.27,train,,,,,
OCNT-2313041,4.6,train,,,,,
OCNT-1871021,2.88,train,,,,,
OCNT-1309378,3.67,train,,,,,
OCNT-2309314,4.78,train,,,,,
OADMET-0005549,5.09,train,,,,,
OCNT-1307977,3.95,train,,,,,
OADMET-0004379,4.78,train,,,,,
OADMET-0001967,2.18,train,,,,,
OCNT-1308102,4.33,train,,,,,
OADMET-0005485,4.61,train,,,,,
OADMET-0005145,4.99,train,,,,,
OCNT-1965996,2.99,train,,,,,
OADMET-0004818,4.88,train,,,,,
OADMET-0006357,,phase2,8.04469013,0.912382245,-10.6723137,7.02921381975314,1.0
OADMET-0003004,5.16,train,,,,,
OADMET-0003667,2.25,train,,,,,
OCNT-0497847,4.35,train,,,,,
OCNT-2317074,4.47,train,,,,,
OCNT-2311097,4.87,train,,,,,
OCNT-2310554,6.115,train,7.46971369,0.836679757,-10.2592573,,
OCNT-2313298,3.98,train,,,,,
OCNT-2311779,5.12,train,,,,,
OADMET-0004894,4.73,train,,,,,
OCNT-0295681,2.96,train,,,,,
OADMET-0004728,4.34,train,,,,,
OCNT-2313929,4.61,train,,,,,
OADMET-0001499,3.88,train,,,,,
OCNT-2314054,5.19,train,,,,,
OADMET-0004106,4.73,train,,,,,
OADMET-0001151,2.87,train,,,,,
OADMET-0003476,4.79,train,,,,,
OCNT-2312591,5.42,train,,,,,
OCNT-2310025,5.18,train,,,,,
OCNT-2315122,4.79,train,,,,,
OCNT-2316237,4.21,train,,,,,
OADMET-0004781,4.7,train,,,,,
OADMET-0000946,2.52,train,,,,,
OCNT-2315891,4.51,train,,,,,
OADMET-0001636,3.15,train,,,,,
OADMET-0002635,5.45,train,,,,,
OCNT-0310356,2.75,train,,,,,
OCNT-2313507,5.42,train,,,,,
OADMET-0005569,4.68,train,,,,,
OCNT-0354553,3.58,train,,,,,
OADMET-0001478,5.04,train,,,,,
OADMET-0004975,4.6,train,,,,,
OCNT-2309929,5.65,train,,,,,
OADMET-0006066,5.02,train,,,,,
OCNT-2309441,5.09,train,,,,,
OADMET-0001216,3.11,train,,,,,
OADMET-0003582,1.79,train,,,,,
OADMET-0001167,2.28,train,,,,,
OCNT-0002570,2.96,train,,,,,
OADMET-0003011,5.72,train,,,,,
OCNT-2312374,5.44,train,,,,,
OCNT-2317358,4.48,train,,,,,
OCNT-1871048,2.02,train,,,,,
OADMET-0001934,5.29,train,,,,,
OCNT-2316782,4.81,train,,,,,
OCNT-0363083,3.93,train,,,,,
OADMET-0005360,3.98,train,,,,,
OADMET-0003396,5.33,train,,,,,
OCNT-2314706,4.93,train,,,,,
OADMET-0006576,,phase2,7.65978003,0.873551488,-8.20353699,5.413544624697956,1.0
OCNT-2313837,4.63,train,,,,,
OADMET-0002012,4.33,train,,,,,
OADMET-0001396,5.48,train,,,,,
OADMET-0006230,3.035,phase1,6.9591403,0.500653505,-7.98161268,,
OCNT-1309172,2.86,train,,,,,
OCNT-1965882,1.78,train,6.72140121,0.866560698,-9.83842182,,
OCNT-1965939,3.1,train,,,,,
OCNT-1307733,3.52,train,,,,,
OADMET-0006152,,phase2,7.70015717,0.616986513,-8.17704201,4.688230197889703,2.0
OCNT-0359892,2.87,train,,,,,
OADMET-0003527,5.005,train,,,,,
OCNT-2313261,5.58,train,,,,,
OADMET-0004703,4.79,train,,,,,
OADMET-0002072,2.09,train,,,,,
OCNT-0373301,2.24,train,,,,,
OCNT-2310453,5.49,train,,,,,
OCNT-2311042,4.72,train,,,,,
OADMET-0005524,5.3,train,,,,,
OADMET-0003308,5.0,train,,,,,
OADMET-0006141,5.390000000000001,phase1,7.47127676,0.495465577,-7.54262209,3.9882672454130335,1.0
OCNT-2312030,5.21,train,,,,,
OCNT-2314484,5.74,train,,,,,
OADMET-0006590,,phase2,7.66812277,0.744584918,-9.18843174,,
OCNT-2309331,4.93,train,,,,,
OADMET-0005107,5.03,train,,,,,
OCNT-0494012,1.9,train,,,,,
OCNT-2314194,5.17,train,,,,,
OADMET-0006411,,phase2,8.4646225,0.758576453,-10.151536,-0.3569556337297905,3.0
OADMET-0005528,3.86,train,,,,,
OADMET-0005849,4.42,train,,,,,
OCNT-0464740,4.75,train,,,,,
OADMET-0006555,5.335,phase1,7.11029053,0.770038247,-7.44624281,9.048900523051229,3.0
OADMET-0004825,5.3,train,,,,,
OADMET-0006219,4.949999999999999,phase1,7.20017004,0.692891657,-8.57177544,,
OADMET-0001153,3.48,train,,,,,
OCNT-1871163,2.58,train,,,,,
OADMET-0001927,3.89,train,,,,,
OCNT-2317235,5.01,train,,,,,
OADMET-0005237,4.47,train,,,,,
OADMET-0004332,5.42,train,,,,,
OCNT-2314393,4.99,train,,,,,
OADMET-0005651,4.09,train,,,,,
OCNT-2314906,4.77,train,,,,,
OADMET-0001634,4.83,train,,,,,
OADMET-0001382,4.76,train,,,,,
OADMET-0004402,4.66,train,,,,,
OCNT-0358809,2.59,train,,,,,
OADMET-0002298,2.13,train,,,,,
OADMET-0005258,4.36,train,,,,,
OADMET-0000933,4.05,train,,,,,
OADMET-0002315,2.64,train,,,,,
OADMET-0006171,,phase2,6.99283457,0.45593816,-7.7372818,,
OCNT-2309773,3.52,train,,,,,
OADMET-0003529,5.74,train,,,,,
OADMET-0004680,5.15,train,,,,,
OADMET-0003291,5.865,train,,,,,
OADMET-0002895,5.43,train,,,,,
OADMET-0003475,4.9,train,,,,,
OCNT-2315902,5.51,train,,,,,
OCNT-1307965,4.1,train,,,,,
OADMET-0004372,4.82,train,,,,,
OADMET-0005222,5.48,train,,,,,
OADMET-0006610,4.949999999999999,phase1,7.36460686,0.882819057,-8.83743477,7.352811645977203,3.0
OADMET-0003393,1.97,train,,,,,
OADMET-0001262,3.18,train,,,,,
OADMET-0002300,2.1,train,,,,,
OCNT-2318342,5.35,train,,,,,
OCNT-2310181,5.98,train,,,,,
OCNT-0345646,4.26,train,,,,,
OCNT-1871159,2.14,train,,,,,
OADMET-0005641,5.1,train,,,,,
OCNT-2308477,5.0,train,,,,,
OCNT-0022107,4.34,train,,,,,
OCNT-1966037,2.19,train,,,,,
OADMET-0002564,5.52,train,,,,,
OCNT-2315851,5.79,train,,,,,
OCNT-0497952,2.33,train,,,,,
OCNT-2312128,4.78,train,,,,,
OADMET-0002184,3.5,train,,,,,
OADMET-0006423,,phase2,7.0751214,0.817055881,-8.72624683,,
OADMET-0005804,5.57,train,,,,,
OADMET-0004929,4.81,train,,,,,
OADMET-0005586,4.68,train,,,,,
OADMET-0002177,2.36,train,,,,,
OADMET-0001426,4.87,train,,,,,
OADMET-0005745,4.82,train,,,,,
OADMET-0005595,4.93,train,,,,,
OCNT-0272811,2.84,train,,,,,
OADMET-0006399,5.17,phase1,8.0073595,0.91173023,-9.91818523,,
OADMET-0006380,,phase2,7.93046999,0.62442863,-7.03934002,3.4851128269675167,2.0
OCNT-0364330,4.55,train,,,,,
OADMET-0001481,4.41,train,,,,,
OCNT-2316373,1.85,train,,,,,
OADMET-0006377,,phase2,8.04115582,0.603314102,-8.75033855,6.947689537145562,1.0
OCNT-2310423,1.84,train,,,,,
OCNT-2311397,5.5,train,,,,,
OADMET-0005517,4.92,train,,,,,
OADMET-0005883,4.56,train,,,,,
OADMET-0003658,1.87,train,,,,,
OCNT-2308732,4.68,train,,,,,
OADMET-0003167,5.63,train,,,,,
OCNT-2318010,5.16,train,,,,,
OADMET-0003366,5.59,train,,,,,
OCNT-2315650,5.83,train,,,,,
OADMET-0005022,4.74,train,,,,,
OADMET-0005391,4.54,train,,,,,
OADMET-0003397,6.470000000000001,train,,,,,
OADMET-0005588,4.45,train,,,,,
OCNT-1966001,3.82,train,,,,,
OCNT-2316158,4.3,train,,,,,
OCNT-2313248,5.22,train,,,,,
OADMET-0001489,4.09,train,,,,,
OCNT-1871054,2.11,train,,,,,
OADMET-0002247,2.55,train,,,,,
OADMET-0001712,2.66,train,,,,,
OADMET-0004734,4.61,train,,,,,
OADMET-0005141,4.8,train,,,,,
OADMET-0001049,4.01,train,,,,,
OCNT-2315880,4.82,train,,,,,
OCNT-2313420,5.32,train,,,,,
OADMET-0001824,2.56,train,,,,,
OADMET-0006585,4.215,phase1,7.07473326,0.51415199,-8.90319538,,
OADMET-0005294,4.97,train,,,,,
OCNT-0359577,3.69,train,,,,,
OADMET-0005780,4.03,train,,,,,
OCNT-2317334,4.83,train,,,,,
OCNT-0299568,4.36,train,,,,,
OADMET-0003354,3.9,train,,,,,
OADMET-0003639,2.04,train,,,,,
OADMET-0005464,4.81,train,,,,,
OADMET-0006334,4.91,phase1,7.77344751,0.90885371,-6.87007284,4.784433902582991,1.0
OADMET-0004755,5.18,train,,,,,
OADMET-0006398,,phase2,8.07280445,0.800168872,-9.17437172,2.908978151572004,2.0
OADMET-0004510,4.78,train,,,,,
OCNT-2317228,5.1,train,,,,,
OADMET-0005134,4.42,train,,,,,
OADMET-0002963,4.74,train,,,,,
OCNT-1871046,2.47,train,,,,,
OCNT-1871031,2.1,train,,,,,
OCNT-2316213,5.24,train,,,,,
OADMET-0003352,5.59,train,,,,,
OADMET-0000953,2.73,train,,,,,
OCNT-2312702,4.51,train,,,,,
OCNT-2310134,5.27,train,,,,,
OADMET-0005146,4.45,train,,,,,
OADMET-0002120,1.95,train,,,,,
OADMET-0006508,,phase2,7.53132105,0.844083428,-9.24909115,5.706094989305977,2.0
OADMET-0001342,1.81,train,,,,,
OCNT-0017272,2.38,train,,,,,
OCNT-0463540,5.2,train,,,,,
OCNT-2315307,3.51,train,,,,,
OADMET-0002790,4.93,train,,,,,
OCNT-2309027,4.63,train,,,,,
OCNT-1965947,4.83,train,,,,,
OCNT-2317032,5.2,train,,,,,
OADMET-0005646,4.64,train,,,,,
OCNT-2310293,5.53,train,,,,,
OCNT-0337729,3.11,train,,,,,
OADMET-0001045,4.29,train,,,,,
OCNT-2309226,4.11,train,,,,,
OCNT-2310615,4.71,train,,,,,
OCNT-1308136,3.35,train,,,,,
OCNT-1899939,2.83,train,,,,,
OADMET-0006417,,phase2,7.41903305,0.571322441,-8.5693531,4.783721374727593,4.0
OCNT-2314026,4.86,train,,,,,
OCNT-2312807,4.38,train,,,,,
OCNT-1965959,2.95,train,,,,,
OADMET-0001187,4.19,train,,,,,
OCNT-0941461,1.85,train,,,,,
OADMET-0006028,5.23,train,,,,,
OCNT-1871064,2.02,train,,,,,
OCNT-0015147,2.67,train,,,,,
OCNT-0379267,3.33,train,,,,,
OCNT-1966029,2.0,train,,,,,
OCNT-2318550,5.07,train,,,,,
OCNT-2317222,5.85,train,7.43285322,0.856371522,-7.53231001,,
OADMET-0005785,4.57,train,,,,,
OCNT-2317924,5.36,train,,,,,
OADMET-0005140,4.87,train,,,,,
OADMET-0006615,5.335,phase1,7.75987053,0.866510749,-9.21622753,3.884082602171986,3.0
OADMET-0005080,4.43,train,,,,,
OADMET-0003884,4.58,train,,,,,
OADMET-0004688,4.48,train,,,,,
OADMET-0003655,3.96,train,,,,,
OADMET-0002270,2.11,train,,,,,
OADMET-0003179,5.15,train,,,,,
OADMET-0001275,3.8,train,,,,,
OADMET-0004690,4.79,train,,,,,
OCNT-0494514,3.21,train,,,,,
OCNT-2315070,4.81,train,,,,,
OCNT-2315151,5.17,train,,,,,
OADMET-0001563,3.97,train,,,,,
OCNT-2313226,4.8,train,,,,,
OCNT-1965991,4.46,train,,,,,
OADMET-0003368,6.27,train,,,,,
OCNT-2309675,4.7,train,,,,,
OCNT-0279774,2.26,train,,,,,
OCNT-0465045,1.75,train,,,,,
OADMET-0005693,4.82,train,,,,,
OADMET-0002877,3.08,train,,,,,
OCNT-2311783,5.02,train,,,,,
OCNT-2314801,4.96,train,,,,,
OADMET-0003294,5.23,train,,,,,
OCNT-2328704,2.13,train,,,,,
OCNT-2310949,4.41,train,,,,,
OADMET-0003489,5.3,train,,,,,
OCNT-0270451,2.76,train,,,,,
OCNT-0465704,4.77,train,,,,,
OCNT-2309587,4.89,train,,,,,
OCNT-2309868,4.78,train,7.4062562,0.771851301,-7.81331158,,
OCNT-2309071,4.79,train,,,,,
OCNT-1965932,1.81,train,,,,,
OADMET-0001339,2.05,train,,,,,
OCNT-2316420,5.42,train,,,,,
OCNT-1308144,3.36,train,,,,,
OCNT-2317987,5.14,train,,,,,
OADMET-0005783,5.22,train,,,,,
OADMET-0005846,4.61,train,,,,,
OCNT-0344400,3.09,train,,,,,
OCNT-1755336,2.12,train,,,,,
OADMET-0001669,3.72,train,,,,,
OADMET-0004280,5.0,train,,,,,
OADMET-0005726,4.83,train,,,,,
OCNT-2317579,4.23,train,,,,,
OCNT-1871016,2.69,train,,,,,
OADMET-0005867,4.47,train,,,,,
OCNT-2317662,4.83,train,,,,,
OCNT-2312939,4.94,train,,,,,
OADMET-0004738,4.31,train,,,,,
OADMET-0001315,4.46,train,,,,,
OADMET-0003277,5.85,train,,,,,
OADMET-0005290,5.16,train,,,,,
OADMET-0006248,,phase2,7.1097374,0.54453665,-9.12447834,,
OCNT-2314400,4.73,train,,,,,
OADMET-0003283,5.79,train,,,,,
OCNT-2308584,5.04,train,,,,,
OADMET-0006433,1.845,phase1,7.7834878,0.572750151,-8.27993774,-0.1917030959122669,2.0
OADMET-0005876,4.72,train,,,,,
OADMET-0006061,4.69,train,,,,,
OCNT-2313679,5.28,train,,,,,
OCNT-0339047,3.18,train,,,,,
OADMET-0001272,2.95,train,,,,,
OADMET-0005674,5.2,train,,,,,
OADMET-0006327,,phase2,8.05182743,0.632547617,-8.99063396,,
OCNT-2308866,4.07,train,,,,,
OADMET-0001145,3.48,train,,,,,
OADMET-0006616,,phase2,7.36172533,0.689287424,-7.08663797,0.0490133019623009,1.0
OCNT-1899933,2.17,train,,,,,
OCNT-0479525,5.67,train,,,,,
OCNT-2317652,5.75,train,,,,,
OCNT-1965987,2.27,train,,,,,
OCNT-0339702,3.94,train,,,,,
OADMET-0006018,4.63,train,,,,,
OCNT-1965984,4.83,train,,,,,
OCNT-2310803,4.63,train,,,,,
OADMET-0005855,4.48,train,,,,,
OADMET-0006172,,phase2,6.87087631,0.646395385,-8.09238529,3.4823467326114668,1.0
OCNT-2310382,5.16,train,,,,,
OADMET-0003735,3.25,train,,,,,
OADMET-0002664,5.08,train,,,,,
OCNT-2328396,3.25,train,,,,,
OCNT-2310992,5.39,train,,,,,
OCNT-2313185,5.24,train,,,,,
OCNT-1871171,3.22,train,,,,,
OADMET-0005339,4.44,train,,,,,
OCNT-2328799,1.89,train,,,,,
OADMET-0005005,5.0,train,,,,,
OADMET-0005191,5.21,train,,,,,
OCNT-2312531,5.48,train,,,,,
OCNT-2309289,5.11,train,,,,,
OADMET-0005885,5.17,train,,,,,
OCNT-2318648,5.28,train,,,,,
OADMET-0006108,2.56,phase1,7.64831924,0.576408625,-9.56876564,3.191291334720539,1.0
OCNT-2318298,5.2,train,,,,,
OADMET-0002955,5.53,train,,,,,
OADMET-0002318,2.88,train,,,,,
OADMET-0006447,,phase2,8.32578945,0.644216835,-9.80293751,2.99132115971333,1.0
OADMET-0006602,,phase2,7.80971766,0.742577374,-6.82673883,5.161544611469422,1.0
OADMET-0003280,5.32,train,,,,,
OCNT-2313784,4.78,train,,,,,
OADMET-0001661,4.26,train,,,,,
OADMET-0006063,5.44,train,,,,,
OCNT-2312154,5.88,train,,,,,
OCNT-1309285,3.48,train,,,,,
OCNT-2312467,1.99,train,,,,,
OADMET-0005709,4.95,train,,,,,
OCNT-2309003,5.32,train,,,,,
OCNT-2328386,4.43,train,,,,,
OCNT-1307814,3.47,train,,,,,
OADMET-0005561,4.59,train,,,,,
OCNT-2317923,1.79,train,,,,,
OADMET-0006578,4.890000000000001,phase1,6.64274359,0.648380816,-7.72711706,5.635714218726887,3.0
OADMET-0002129,2.45,train,,,,,
OADMET-0002821,5.52,train,,,,,
OADMET-0005281,4.42,train,,,,,
OCNT-2318157,4.63,train,,,,,
OADMET-0002653,5.44,train,,,,,
OADMET-0002133,3.95,train,,,,,
OADMET-0004991,5.41,train,,,,,
OCNT-0344023,4.82,train,,,,,
OADMET-0005062,4.99,train,,,,,
OCNT-0465533,4.71,train,,,,,
OADMET-0003134,5.09,train,,,,,
OADMET-0002794,5.64,train,,,,,
OADMET-0005861,4.63,train,,,,,
OCNT-2314581,3.86,train,,,,,
OADMET-0002106,2.02,train,,,,,
OADMET-0004935,3.78,train,,,,,
OCNT-2309596,4.8,train,,,,,
OADMET-0003066,5.07,train,,,,,
OADMET-0002124,3.59,train,,,,,
OADMET-0004857,4.97,train,,,,,
OADMET-0001359,4.38,train,,,,,
OADMET-0006408,5.805,phase1,7.65654945,0.808151007,-8.27860355,,
OADMET-0005963,5.0,train,,,,,
OCNT-2314608,4.6,train,,,,,
OCNT-0304718,3.6,train,,,,,
OADMET-0001609,4.31,train,,,,,
OCNT-0479588,5.08,train,,,,,
OADMET-0002230,2.49,train,,,,,
OADMET-0005109,5.3,train,,,,,
OADMET-0001452,5.06,train,,,,,
OCNT-2316563,4.69,train,,,,,
OCNT-2315929,4.73,train,,,,,
OCNT-2314585,5.3,train,,,,,
OCNT-2312089,4.46,train,,,,,
OCNT-1899944,3.5,train,,,,,
OCNT-1309342,3.37,train,,,,,
OADMET-0002227,2.87,train,,,,,
OADMET-0001971,2.84,train,,,,,
OADMET-0005668,5.27,train,,,,,
OCNT-2312741,5.0,train,,,,,
OCNT-2316212,5.24,train,,,,,
OCNT-2316613,4.66,train,,,,,
OCNT-2316920,3.35,train,7.36882544,0.661200464,-6.6804924,,
OCNT-1965892,2.81,train,,,,,
OADMET-0002203,4.08,train,,,,,
OADMET-0001133,4.61,train,,,,,
OCNT-2308609,4.77,train,,,,,
OCNT-1307916,3.76,train,,,,,
OCNT-2310160,4.73,train,,,,,
OADMET-0003026,5.8,train,,,,,
OADMET-0002537,5.45,train,,,,,
OADMET-0004835,5.28,train,,,,,
OCNT-0496647,5.08,train,,,,,
OCNT-0018780,2.09,train,,,,,
OADMET-0003339,2.62,train,,,,,
OADMET-0003646,4.21,train,,,,,
OCNT-2308764,4.59,train,,,,,
OADMET-0003069,5.7,train,,,,,
OCNT-0372015,4.11,train,,,,,
OADMET-0005291,4.65,train,,,,,
OADMET-0003704,4.19,train,,,,,
OADMET-0006093,,phase2,8.01612759,0.752102971,-9.69167137,,
OADMET-0002605,5.6,train,,,,,
OCNT-2310478,4.57,train,,,,,
OCNT-2312544,1.78,train,,,,,
OADMET-0002746,4.78,train,,,,,
OCNT-0337817,2.67,train,,,,,
OCNT-2312910,5.12,train,,,,,
OADMET-0001972,1.81,train,,,,,
OADMET-0001664,3.43,train,,,,,
OADMET-0001179,2.66,train,,,,,
OCNT-2318622,5.005,train,,,,,
OCNT-0010413,1.92,train,,,,,
OCNT-2317265,4.59,train,,,,,
OADMET-0001895,3.94,train,,,,,
OCNT-2312183,5.44,train,,,,,
OADMET-0005479,4.7,train,,,,,
OADMET-0002116,3.11,train,,,,,
OADMET-0004761,4.61,train,,,,,
OADMET-0003016,4.75,train,,,,,
OCNT-0004187,3.19,train,,,,,
OCNT-2328545,1.82,train,,,,,
OADMET-0004267,4.3,train,,,,,
OADMET-0006389,,phase2,7.74190903,0.671629071,-7.59286451,8.056270220897469,2.0
OADMET-0001558,3.69,train,,,,,
OADMET-0006247,,phase2,8.12017441,0.82978034,-8.46500301,6.216485112350159,2.0
OCNT-2313779,5.04,train,,,,,
OCNT-2318127,5.28,train,,,,,
OCNT-1307693,3.71,train,,,,,
OADMET-0001754,3.04,train,,,,,
OCNT-0479753,4.19,train,,,,,
OADMET-0005211,4.46,train,,,,,
OCNT-0941498,2.01,train,,,,,
OADMET-0003157,3.03,train,,,,,
OCNT-2317809,5.2,train,,,,,
OADMET-0005504,4.77,train,,,,,
OCNT-2313230,5.44,train,,,,,
OCNT-0467471,1.88,train,,,,,
OADMET-0004773,4.76,train,,,,,
OADMET-0003898,4.85,train,,,,,
OCNT-2312901,5.25,train,,,,,
OCNT-2318129,5.11,train,,,,,
OADMET-0005918,4.77,train,,,,,
OCNT-2317244,4.86,train,,,,,
OADMET-0005832,5.07,train,,,,,
OADMET-0003119,5.17,train,,,,,
OCNT-2310929,4.95,train,,,,,
OADMET-0001039,3.33,train,,,,,
OCNT-2315727,4.82,train,,,,,
OADMET-0002551,5.44,train,,,,,
OADMET-0005823,5.63,train,,,,,
OADMET-0001898,5.13,train,,,,,
OCNT-2312992,5.26,train,,,,,
OADMET-0001097,4.31,train,,,,,
OADMET-0005896,4.86,train,,,,,
OCNT-2316438,5.965,train,7.84839487,0.81346339,-8.20895863,,
OADMET-0003105,5.5,train,,,,,
OCNT-0311367,4.55,train,,,,,
OCNT-0495213,5.09,train,,,,,
OADMET-0002261,3.38,train,,,,,
OADMET-0000990,4.39,train,,,,,
OADMET-0006608,,phase2,7.65848875,0.903523922,-8.46586037,,
OADMET-0002649,1.79,train,,,,,
OCNT-1871157,1.96,train,,,,,
OADMET-0000978,4.25,train,,,,,
OCNT-2309580,5.19,train,,,,,
OADMET-0002329,1.87,train,,,,,
OADMET-0005390,3.34,train,,,,,
OADMET-0006296,5.890000000000001,phase1,7.86992121,0.33188504,-8.91502285,3.806798823170259,2.0
OADMET-0003173,6.56,train,,,,,
OADMET-0003537,1.77,train,,,,,
OCNT-2317432,5.49,train,,,,,
OCNT-1871133,2.73,train,,,,,
OCNT-2313179,4.33,train,,,,,
OCNT-1307706,2.02,train,,,,,
OADMET-0006306,5.24,phase1,7.14953184,0.79355973,-9.08651161,,
OCNT-2311671,5.01,train,,,,,
OCNT-2328688,5.21,train,,,,,
OCNT-1871079,2.02,train,,,,,
OADMET-0002031,1.96,train,,,,,
OCNT-2328651,4.74,train,,,,,
OCNT-2328906,5.46,train,,,,,
OADMET-0001490,5.3,train,,,,,
OADMET-0003675,1.98,train,,,,,
OADMET-0006348,,phase2,7.84499741,0.767173529,-8.05673695,,
OCNT-2313049,5.34,train,,,,,
OCNT-0474567,1.73,train,,,,,
OCNT-2315713,1.74,train,,,,,
OCNT-0313651,3.6,train,,,,,
OADMET-0003009,4.94,train,,,,,
OADMET-0000958,2.56,train,,,,,
OCNT-2309731,5.31,train,,,,,
OADMET-0002791,6.125,train,,,,,
OADMET-0006115,5.27,phase1,7.61653709,0.753647864,-6.93996954,3.9191652815855567,1.0
OADMET-0001567,1.85,train,,,,,
OADMET-0006234,5.365,phase1,7.85273027,0.672041893,-8.98666668,10.368104536685289,4.0
OADMET-0005484,4.93,train,,,,,
OCNT-2318431,4.87,train,,,,,
OADMET-0001323,3.58,train,,,,,
OADMET-0001637,3.62,train,,,,,
OADMET-0006045,5.42,train,,,,,
OCNT-2318133,4.34,train,,,,,
OADMET-0003652,6.58,train,,,,,
OCNT-2313153,4.98,train,,,,,
OADMET-0006273,5.55,phase1,7.43166161,0.674256444,-8.53544331,,
OADMET-0006033,5.14,train,,,,,
OCNT-2308925,5.04,train,,,,,
OCNT-0495216,5.2,train,,,,,
OADMET-0005095,5.47,train,,,,,
OADMET-0003555,4.0,train,,,,,
OADMET-0005664,5.28,train,,,,,
OADMET-0005563,5.18,train,,,,,
OCNT-2313901,5.08,train,,,,,
OADMET-0002896,5.42,train,,,,,
OADMET-0002226,2.02,train,,,,,
OCNT-2310611,5.02,train,,,,,
OADMET-0003164,4.92,train,,,,,
OCNT-0467970,4.61,train,,,,,
OADMET-0002870,5.07,train,,,,,
OADMET-0000935,2.59,train,,,,,
OCNT-1307833,4.87,train,,,,,
OCNT-0377809,2.57,train,,,,,
OADMET-0005886,4.58,train,,,,,
OADMET-0005640,4.67,train,,,,,
OCNT-0002873,3.05,train,,,,,
OCNT-2311737,4.8,train,,,,,
OADMET-0004724,4.43,train,,,,,
OCNT-0350985,4.66,train,,,,,
OADMET-0001365,4.8,train,,,,,
OCNT-0465510,4.86,train,,,,,
OCNT-0356045,3.98,train,,,,,
OCNT-0495081,2.65,train,,,,,
OCNT-0183681,2.45,train,,,,,
OADMET-0002940,5.05,train,,,,,
OADMET-0003566,4.68,train,,,,,
OADMET-0002950,5.800000000000001,train,,,,,
OCNT-2315031,5.66,train,,,,,
OADMET-0001263,4.5,train,,,,,
OCNT-2328741,2.05,train,,,,,
OCNT-0498184,2.04,train,,,,,
OCNT-2309844,4.72,train,,,,,
OADMET-0001644,2.51,train,,,,,
OADMET-0004176,5.07,train,,,,,
OADMET-0003760,3.26,train,,,,,
OCNT-2318155,5.33,train,7.7186532,0.864948034,-6.94027472,,
OADMET-0003802,4.61,train,,,,,
OCNT-2309882,1.79,train,,,,,
OADMET-0005690,4.7,train,,,,,
OADMET-0001456,3.16,train,,,,,
OADMET-0005570,5.08,train,,,,,
OADMET-0006582,4.67,phase1,7.43445349,0.754386306,-9.68738079,4.954406471587023,2.0
OCNT-2312851,4.93,train,,,,,
OADMET-0001795,3.81,train,,,,,
OCNT-1894001,5.62,train,,,,,
OADMET-0001569,4.28,train,,,,,
OCNT-0022246,4.24,train,,,,,
OADMET-0002970,5.28,train,,,,,
OADMET-0001354,3.62,train,,,,,
OCNT-2309503,4.97,train,,,,,
OCNT-2313568,5.02,train,,,,,
OCNT-2328503,3.68,train,,,,,
OCNT-2309922,5.13,train,,,,,
OADMET-0006558,,phase2,7.39026642,0.606689036,-7.56087494,,
OCNT-2312801,4.92,train,,,,,
OCNT-2317940,5.25,train,,,,,
OCNT-2309138,4.66,train,,,,,
OADMET-0005418,4.84,train,,,,,
OCNT-2312390,5.57,train,,,,,
OCNT-1965966,3.61,train,,,,,
OADMET-0001476,4.38,train,,,,,
OCNT-0465606,3.61,train,,,,,
OCNT-2318528,5.12,train,,,,,
OCNT-2312858,5.37,train,,,,,
OADMET-0004865,5.37,train,,,,,
OADMET-0006354,,phase2,7.48843193,0.785342634,-8.68212223,,
OCNT-0017989,2.06,train,,,,,
OADMET-0003295,1.73,train,,,,,
OCNT-2314514,5.08,train,,,,,
OADMET-0004642,4.65,train,,,,,
OADMET-0004731,5.25,train,,,,,
OCNT-2311469,5.19,train,,,,,
OCNT-2316043,4.85,train,,,,,
OADMET-0005788,6.23,train,,,,,
OCNT-2314973,5.3,train,,,,,
OADMET-0002614,5.5,train,,,,,
OADMET-0005691,4.25,train,,,,,
OADMET-0003574,2.36,train,,,,,
OCNT-2311658,4.15,train,,,,,
OCNT-2318050,1.85,train,,,,,
OADMET-0002998,5.28,train,,,,,
OCNT-2313565,4.76,train,,,,,
OCNT-0326516,4.24,train,,,,,
OADMET-0001091,4.1,train,,,,,
OADMET-0001518,3.66,train,,,,,
OADMET-0004116,5.66,train,,,,,
OADMET-0002733,5.76,train,,,,,
OCNT-2309207,4.67,train,,,,,
OCNT-2328547,4.87,train,,,,,
OADMET-0003442,6.325,train,,,,,
OCNT-0299522,3.09,train,,,,,
OADMET-0006507,4.465,phase1,7.39643478,0.694512963,-8.70462608,,
OADMET-0001525,4.91,train,,,,,
OADMET-0005996,4.85,train,,,,,
OADMET-0005386,4.88,train,,,,,
OCNT-2316219,4.79,train,,,,,
